Observation #,Code,Food name in English,Nom d’aliment en français,"Weight of ingredients (edible portion, raw) / Poids des ingrédients (parte comestible, cru) (g)",Yield factor / Factor de rendement,Method,Méthode
2,02_090,Kou né kamoag fufu (Burkina Faso)*: fufu of yam with shea butter,Kou né kamoag foufou (Burkina Faso)*: foufou d´igname au beurre de karité,,0.59727385377943,Boil the washed yam pieces until cooked. Squeeze to remove the water. Pound to obtain a dense paste. Add the shea butter and salt and continue pounding to obtain a smooth paste. Shape into balls.,Faire bouillir les morceaux d’igname lavés jusqu’à ce qu’ils soient cuits. Presser pour extraire l’eau. Pétrir pour obtenir une pâte dense.  Ajouter le beurre de karité et le sel et continuer à pétrir jusqu’à obtenir une pâte homogène. Former des boules.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",334.0,,,
,11_008,"Shea butter, white","Beurre de karité, blanc",33.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,438.0,,,
1,02_087,Kou né téhi kaam fufu (Burkina Faso)*: fufu of yam and red palm oil,Kou né téhi kaam foufou (Burkina Faso)*: foufou d´igname avec huile de palme rouge,,0.8485742379547689,Boil the washed yam pieces until cooked. Squeeze to remove the water. Pound to obtain a dense paste. Add the red palm oil and salt and continue pounding to obtain a homogeneous paste. Shape into balls.,Faire bouillir les morceaux d’igname lavés jusqu’à ce qu’ils soient cuits. Presser pour extraire l’eau. Pétrir pour obtenir une pâte dense. Ajouter l’huile de palme rouge et le sel et continuer à pétrir jusqu’à obtenir une pâte homogène. Former des boules.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",778.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",60.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,177.0,,,
2,02_087,Kou né téhi kaam fufu (Burkina Faso)*: fufu of yam and red palm oil,Kou né téhi kaam foufou (Burkina Faso)*: foufou d´igname avec huile de palme rouge,,0.8763636363636363,Boil the washed yam pieces until cooked. Squeeze to remove the water. Pound to obtain a dense paste. Add the red palm oil and salt and continue pounding to obtain a homogeneous paste. Shape into balls.,Faire bouillir les morceaux d’igname lavés jusqu’à ce qu’ils soient cuits. Presser pour extraire l’eau. Pétrir pour obtenir une pâte dense. Ajouter l’huile de palme rouge et le sel et continuer à pétrir jusqu’à obtenir une pâte homogène. Former des boules.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",388.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",50.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,110.0,,,
1,02_097,Kou saagbo (Burkina Faso)*: foutou of yam,Kou saagbo (Burkina Faso)*: foutou d’igname,,0.6130536130536131,Boil the washed yam pieces until cooked. Squeeze to remove the water. Pound immediately and add water gradually to obtain a slightly dense paste.,Faire bouillir les morceaux d’igname lavés jusqu’à ce qu’ils soient cuits. Presser pour extraire l’eau. Pétrir immédiatement et ajouter l’eau progressivement pour obtenir une pâte légèrement dense.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",434.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,422.0,,,
2,02_097,Kou saagbo (Burkina Faso)*: foutou of yam,Kou saagbo (Burkina Faso)*: foutou d’igname,,0.6107854630715123,Boil the washed yam pieces until cooked. Squeeze to remove the water. Pound immediately and add water gradually to obtain a slightly dense paste.,Faire bouillir les morceaux d’igname lavés jusqu’à ce qu’ils soient cuits. Presser pour extraire l’eau. Pétrir immédiatement et ajouter l’eau progressivement pour obtenir une pâte légèrement dense.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",369.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,482.0,,,
1,02_084,"Plantain, deep fried in unfortified vegetable oil*","Banane plantain, frite dans l’huile végétale non enrichie*",,0.5914285714285714,Cut the plantain into strips and fry. Sprinkle with salt.,Couper les bananes plantains en rondelles et frire. Saupoudrer de sel.
,02_042,"Plantain, ripe, ivory flesh, raw","Banane plantain, mûre, chair ivoire, crue",314.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",35.0,,,
,13_015,Salt,Sel,1.0,,,
2,02_084,"Plantain, deep fried in unfortified vegetable oil*","Banane plantain, frite dans l’huile végétale non enrichie*",,0.5548387096774193,Cut the plantain into strips and fry. Sprinkle with salt.,Couper les bananes plantains en rondelles et frire. Saupoudrer de sel.
,02_042,"Plantain, ripe, ivory flesh, raw","Banane plantain, mûre, chair ivoire, crue",140.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",14.0,,,
,13_015,Salt,Sel,1.0,,,
1,02_095,"Porridge, tô, from gari and tomato paste (Burkina Faso)*","Bouillie, tô, de gari et concentré de tomate (Burkina Faso)*",,0.8424821002386634,Bring the water to a boil. Add the salt and tomato paste and continue to let it boil. Gently pour in the gari powder and stir with a spatula until it forms a dense paste.,Porter l’eau à ébullition. Ajouter le sel et le concentré de tomate et laisser bouillir. Verser doucement la poudre de gari et remuer avec une spatule jusqu’à obtenir une pâte dense.
,02_039,"Cassava, grated, from fermented white cassava, toasted without oil (white gari)","Manioc, rapé, de manioc blanc fermenté, grillé sans huile (gari blanc)",125.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",26.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,266.0,,,
2,02_095,"Porridge, tô, from gari and tomato paste (Burkina Faso)*","Bouillie, tô, de gari et concentré de tomate (Burkina Faso)*",,0.8501291989664083,Bring the water to a boil. Add the salt and tomato paste and continue to let it boil. Gently pour in the gari powder and stir with a spatula until it forms a dense paste.,Porter l’eau à ébullition. Ajouter le sel et le concentré de tomate et laisser bouillir. Verser doucement la poudre de gari et remuer avec une spatule jusqu’à obtenir une pâte dense.
,02_039,"Cassava, grated, from fermented white cassava, toasted without oil (white gari)","Manioc, rapé, de manioc blanc fermenté, grillé sans huile (gari blanc)",115.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,13_015,Salt,Sel,2.0,,,
,12_019,"Water, tap",Eau du robinet,250.0,,,
1,02_085,Potato nin zindo (Burkina Faso)*: potato and vegetable stew,Pomme de terre nin zindo (Burkina Faso)*: ragoût de pommes de terre et légumes,,0.5440641845305252,Fry the chopped onion and boil with the other ingredients.,Faire revenir l’oignon haché et le faire bouillir avec les autres ingrédients.
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,13_015,Salt,Sel,1.5,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",1.5,,,
,02_009,"Potato, raw","Pomme de terre, crue",265.0,,,
,12_019,"Water, tap",Eau du robinet,391.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",64.0,,,
,13_014,"Pepper, black","Poivre, noir",0.7,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",49.0,,,
2,02_085,Potato nin zindo (Burkina Faso)*: potato and vegetable stew,Pomme de terre nin zindo (Burkina Faso)*: ragoût de pommes de terre et légumes,,0.6444980427820173,Fry the chopped onion and boil with the other ingredients.,Faire revenir l’oignon haché et le faire bouillir avec les autres ingrédients.
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",30.0,,,
,13_015,Salt,Sel,1.6,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",3.5,,,
,02_009,"Potato, raw","Pomme de terre, crue",355.0,,,
,12_019,"Water, tap",Eau du robinet,255.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",60.0,,,
,13_014,"Pepper, black","Poivre, noir",0.63,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",48.0,,,
1,02_083,"Sweet potato, deep fried in unfortified vegetable oil*","Patate douce, frite dans de l’huile végétale non enrichie*",,0.4583333333333333,Cut the sweet potato into slices and fry. Sprinkle with salt.,Couper les patates douces en tranches et frire. Saupoudrer de sel.
,02_013,"Sweet potato, yellow flesh, raw","Patate douce, chair jaune, crue",320.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",15.0,,,
,13_015,Salt,Sel,1.0,,,
2,02_083,"Sweet potato, deep fried in unfortified vegetable oil*","Patate douce, frite dans de l’huile végétale non enrichie*",,0.4648318042813456,Cut the sweet potato into slices and fry. Sprinkle with salt.,Couper les patates douces en tranches et frire. Saupoudrer de sel.
,02_013,"Sweet potato, yellow flesh, raw","Patate douce, chair jaune, crue",312.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",14.0,,,
,13_015,Salt,Sel,1.0,,,
1,02_082,"Yam, tuber, deep fried in unfortified vegetable oil*","Igname, tubercule, frit dans l’huile végétale non enrichie*",,0.5545335085413929,Cut the yam tubers into slices and fry. Sprinkle with salt.,Couper les tubercules d’igname en tranches et frire. Saupoudrer de sel.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",728.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",31.0,,,
,13_015,Salt,Sel,2.0,,,
2,02_082,"Yam, tuber, deep fried in unfortified vegetable oil*","Igname, tubercule, frit dans l’huile végétale non enrichie*",,0.6217228464419475,Cut the yam tubers into slices and fry. Sprinkle with salt.,Couper les tubercules d’igname en tranches et frire. Saupoudrer de sel.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",506.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",27.0,,,
,13_015,Salt,Sel,1.0,,,
3,02_082,"Yam, tuber, deep fried in unfortified vegetable oil*","Igname, tubercule, frit dans l’huile végétale non enrichie*",,0.672209026128266,Cut the yam tubers into slices and fry. Sprinkle with salt.,Couper les tubercules d’igname en tranches et frire. Saupoudrer de sel.
,02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru",401.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",19.0,,,
,13_015,Salt,Sel,1.0,,,
Legumes and their products/Légumineuses et produits dérivés,,,,,,,
1,03_144,"Beng rougougdga (Burkina Faso)*: cowpeas and vegetables, boiled","Beng rougougdga (Burkina Faso)*: niébé et légumes, bouilli",,0.40414507772020725,Boil the cowpeas for a few minutes. Add the potash and other ingredients and cook.,Faire bouillir quelques minutes le niébé. Ajouter la potasse et les autres ingrédients et laisser cuire.
,13_015,Salt,Sel,2.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",50.0,,,
,12_019,"Water, tap",Eau du robinet,1700.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",99.0,,,
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",250.0,,,
2,03_144,"Beng rougougdga (Burkina Faso)*: cowpeas and vegetables, boiled","Beng rougougdga (Burkina Faso)*: niébé et légumes, bouilli",,0.2920161540851196,Boil the cowpeas for a few minutes. Add the potash and other ingredients and cook.,Faire bouillir quelques minutes le niébé. Ajouter la potasse et les autres ingrédients et laisser cuire.
,13_015,Salt,Sel,1.5,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",16.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",45.0,,,
,12_019,"Water, tap",Eau du robinet,1300.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",95.0,,,
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",150.0,,,
1,03_148,Beng rougougdga né ki wesla (Burkina Faso)*: cowpeas with pearl millet couscous,Beng rougougdga né ki wesla (Burkina Faso)*: niébé avec couscous de mil à chandelle,,0.44608501118568233,"Pour the cowpeas into the water and boil for a few minutes. Add the potash and cook for about an hour. For the couscous, add water, put it in a sieve and steam it.","Verser le niébé dans l’eau et faire bouillir quelques minutes. Ajouter la potasse et laisser cuire environ une heure. Pour le couscous, ajouter de l’eau, mettre dans un tamis et cuire à la vapeur."
,13_015,Salt,Sel,3.0,,,
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",232.0,,,
,13_024,"Potash, solid","Potasse, solide",3.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",20.0,,,
,12_019,"Water, tap",Eau du robinet,1739.0,,,
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",238.0,,,
2,03_148,Beng rougougdga né ki wesla (Burkina Faso)*: cowpeas with pearl millet couscous,Beng rougougdga né ki wesla (Burkina Faso)*: niébé avec couscous de mil à chandelle,,0.3985028621752532,"Pour the cowpeas into the water and boil for a few minutes. Add the potash and cook for about an hour. For the couscous, add water, put it in a sieve and steam it.","Verser le niébé dans l’eau et faire bouillir quelques minutes. Ajouter la potasse et laisser cuire environ une heure. Pour le couscous, ajouter de l’eau, mettre dans un tamis et cuire à la vapeur."
,13_015,Salt,Sel,5.0,,,
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",166.0,,,
,13_024,"Potash, solid","Potasse, solide",3.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",20.0,,,
,12_019,"Water, tap",Eau du robinet,1839.0,,,
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",238.0,,,
1,03_149,"Beng rougougdga né kmaan (Burkina Faso)*: cowpeas and degermed white maize, boiled","Beng rougougdga né kmaan (Burkina Faso)*: niébé et maïs blanc dégermé, bouilli",,0.36592093165798345,"Pour the cowpeas, potash and salt into boiling water and boil for about an hour until cooked. For the maize, soak for at least 4 hours and cook until done.","Verser les niébés, la potasse et le sel dans l’eau bouillante et laisser cuire environ une heure. Pour le maïs, laisser tremper au moins 4 heures et cuire complètement. "
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",242.0,,,
,01_060,"Maize, white, grit, degermed, raw","Maïs, blanc, gruau, dégermé, cru",281.0,,,
,13_015,Salt,Sel,4.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,12_019,"Water, tap",Eau du robinet,2734.0,,,
2,03_149,"Beng rougougdga né kmaan (Burkina Faso)*: cowpeas and degermed white maize, boiled","Beng rougougdga né kmaan (Burkina Faso)*: niébé et maïs blanc dégermé, bouilli",,0.31621537503890446,"Pour the cowpeas, potash and salt into boiling water and boil for about an hour until cooked. For the maize, soak for at least 4 hours and cook until done.","Verser les niébés, la potasse et le sel dans l’eau bouillante et laisser cuire environ une heure. Pour le maïs, laisser tremper au moins 4 heures et cuire complètement."
,03_006,"Cowpea, white, dry, raw","Niébé, blanc, sec, cru",235.0,,,
,01_060,"Maize, white, grit, degermed, raw","Maïs, blanc, gruau, dégermé, cru",158.0,,,
,13_015,Salt,Sel,3.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,12_019,"Water, tap",Eau du robinet,2815.0,,,
1,03_150,"Beng rougougdga né kui wesla (Burkina Faso)*: cowpeas and fonio, boiled","Beng rougougdga né kui wesla (Burkina Faso)*: niébé et fonio, bouilli",,0.24910118130457112,Boil the cowpeas for a few minutes. Add the potash and salt and cook for about an hour. Add the washed and drained fonio and boil until cooked.,Faire bouillir quelques minutes le niébé. Ajouter la potasse et le sel et laisser cuire environ une heure. Ajouter le fonio lavé et égoutté et laisser bouillir jusqu’à ce qu’il soit cuit.
